autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,63d6ce129c23bac34f740bf8,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,63d6ce129c23bac34f740bf8,2 stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,63d6ce129c23bac34f740bf8,2 small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,63d6ce129c23bac34f740bf8,2 stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,63d6ce129c23bac34f740bf8,2 large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,63d6ce129c23bac34f740bf8,2 pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,63d6ce129c23bac34f740bf8,2 triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,63d6ce129c23bac34f740bf8,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,63d6ce129c23bac34f740bf8,2 circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,63d6ce129c23bac34f740bf8,2 triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,63d6ce129c23bac34f740bf8,2 blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,650c4fc00ccba68847f0ec96,2 pink pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,650c4fc00ccba68847f0ec96,2 black pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,650c4fc00ccba68847f0ec96,2 green boxes and pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,650c4fc00ccba68847f0ec96,2 pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,650c4fc00ccba68847f0ec96,black square and 2 triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,650c4fc00ccba68847f0ec96,two green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,650c4fc00ccba68847f0ec96,2 pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,650c4fc00ccba68847f0ec96,2 blue stars and small shape,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,650c4fc00ccba68847f0ec96,2 blue boxes,square,no,type,"two, big, blue, square","one, small, black, star"
No,650c4fc00ccba68847f0ec96,2 green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,650c4fc00ccba68847f0ec96,2 black boxes and green shape,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,650c4fc00ccba68847f0ec96,a pink circle and two black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,650c4fc00ccba68847f0ec96,green box,circle,no,type,"two, small, black, circle","one, big, green, square"
No,650c4fc00ccba68847f0ec96,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,650c4fc00ccba68847f0ec96,two pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,650c4fc00ccba68847f0ec96,2 green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,650c4fc00ccba68847f0ec96,2 green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,650c4fc00ccba68847f0ec96,two green stars,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,650c4fc00ccba68847f0ec96,2 green shapes and big square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,650c4fc00ccba68847f0ec96,2 black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,650c4fc00ccba68847f0ec96,2 green circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,650c4fc00ccba68847f0ec96,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,650c4fc00ccba68847f0ec96,2 blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,650c4fc00ccba68847f0ec96,two small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,660d7d551f8fb51d01193e78,two pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,660d7d551f8fb51d01193e78,two large black pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,660d7d551f8fb51d01193e78,two green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,660d7d551f8fb51d01193e78,two larger circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,660d7d551f8fb51d01193e78,two small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,660d7d551f8fb51d01193e78,two small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,660d7d551f8fb51d01193e78,two large circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,660d7d551f8fb51d01193e78,two large blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,660d7d551f8fb51d01193e78,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,660d7d551f8fb51d01193e78,two large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,660d7d551f8fb51d01193e78,two black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,660d7d551f8fb51d01193e78,two small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,660d7d551f8fb51d01193e78,two black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,660d7d551f8fb51d01193e78,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,660d7d551f8fb51d01193e78,two purple stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,660d7d551f8fb51d01193e78,two small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,660d7d551f8fb51d01193e78,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,660d7d551f8fb51d01193e78,two large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,660d7d551f8fb51d01193e78,two small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,660d7d551f8fb51d01193e78,two black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,660d7d551f8fb51d01193e78,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,660d7d551f8fb51d01193e78,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,660d7d551f8fb51d01193e78,two large blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,660d7d551f8fb51d01193e78,two small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,66129a8cb7a1226062194e4d,two pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,66129a8cb7a1226062194e4d,two large pentagons and a pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,66129a8cb7a1226062194e4d,two small green squares and a pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,66129a8cb7a1226062194e4d,two large pink circles and a small star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,66129a8cb7a1226062194e4d,two small triangles and a large black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,66129a8cb7a1226062194e4d,two small triangles and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,66129a8cb7a1226062194e4d,two large pink circles and a small triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66129a8cb7a1226062194e4d,two blue stars and a small pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66129a8cb7a1226062194e4d,two blue squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,66129a8cb7a1226062194e4d,two large green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66129a8cb7a1226062194e4d,two black squares and a large pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66129a8cb7a1226062194e4d,two small pentagons and a large circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66129a8cb7a1226062194e4d,two circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66129a8cb7a1226062194e4d,two black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66129a8cb7a1226062194e4d,two large pink stars and a green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66129a8cb7a1226062194e4d,two small green stars and a big pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66129a8cb7a1226062194e4d,two green stars and a pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,66129a8cb7a1226062194e4d,two large triangles and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66129a8cb7a1226062194e4d,two small pentagons and a square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66129a8cb7a1226062194e4d,two large black triangles and a star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66129a8cb7a1226062194e4d,two green circles and a pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66129a8cb7a1226062194e4d,two black circles and a green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66129a8cb7a1226062194e4d,two large triangles and a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66129a8cb7a1226062194e4d,two blue squares and a large triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,661a84526ee9e523c36c66db,2 pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,661a84526ee9e523c36c66db,2 big pentagons and a pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,661a84526ee9e523c36c66db,2 green squares and a pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,661a84526ee9e523c36c66db,2 large pink circles and a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,661a84526ee9e523c36c66db,2 triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,661a84526ee9e523c36c66db,2 small green triangles and a pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,661a84526ee9e523c36c66db,2 large pink circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,661a84526ee9e523c36c66db,2 large blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,661a84526ee9e523c36c66db,2 large squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,661a84526ee9e523c36c66db,2 green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,661a84526ee9e523c36c66db,2 small black squares and a large pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,661a84526ee9e523c36c66db,2 small black pentagons and a large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,661a84526ee9e523c36c66db,2  circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,661a84526ee9e523c36c66db,2 small black stars and a large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,661a84526ee9e523c36c66db,2 large pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,661a84526ee9e523c36c66db,2 small green stars and a big pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,661a84526ee9e523c36c66db,2 stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,661a84526ee9e523c36c66db,2 large green triangles and a small blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,661a84526ee9e523c36c66db,2 small green pentagons and a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,661a84526ee9e523c36c66db,2 large black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,661a84526ee9e523c36c66db,2 small circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,661a84526ee9e523c36c66db,2 small black squares,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,661a84526ee9e523c36c66db,2 blue triangles and a black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,661a84526ee9e523c36c66db,2 small blue squares and a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,66477005eafd0918c63ed325,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,66477005eafd0918c63ed325,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,66477005eafd0918c63ed325,two small green squares and a pink big star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,66477005eafd0918c63ed325,two big pink circles and a star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,66477005eafd0918c63ed325,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,66477005eafd0918c63ed325,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,66477005eafd0918c63ed325,two big circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66477005eafd0918c63ed325,two big blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66477005eafd0918c63ed325,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,66477005eafd0918c63ed325,two green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66477005eafd0918c63ed325,two small black squares and a big green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66477005eafd0918c63ed325,two black hexagons and a circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66477005eafd0918c63ed325,two circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66477005eafd0918c63ed325,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66477005eafd0918c63ed325,two big pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66477005eafd0918c63ed325,two small green stars and a big pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66477005eafd0918c63ed325,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,66477005eafd0918c63ed325,two big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66477005eafd0918c63ed325,two small pentagons and a big black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66477005eafd0918c63ed325,two big black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66477005eafd0918c63ed325,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66477005eafd0918c63ed325,two black circles and a triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66477005eafd0918c63ed325,two big blue triangles and a black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66477005eafd0918c63ed325,two small blue squares and a big green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,664a5be05bc29332beb2fced,two pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,664a5be05bc29332beb2fced,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,664a5be05bc29332beb2fced,squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,664a5be05bc29332beb2fced,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,664a5be05bc29332beb2fced,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,664a5be05bc29332beb2fced,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,664a5be05bc29332beb2fced,two circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,664a5be05bc29332beb2fced,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,664a5be05bc29332beb2fced,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,664a5be05bc29332beb2fced,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,664a5be05bc29332beb2fced,squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,664a5be05bc29332beb2fced,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,664a5be05bc29332beb2fced,black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,664a5be05bc29332beb2fced,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,664a5be05bc29332beb2fced,stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,664a5be05bc29332beb2fced,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,664a5be05bc29332beb2fced,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,664a5be05bc29332beb2fced,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,664a5be05bc29332beb2fced,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,664a5be05bc29332beb2fced,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,664a5be05bc29332beb2fced,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,664a5be05bc29332beb2fced,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,664a5be05bc29332beb2fced,two triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,664a5be05bc29332beb2fced,two blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6658f80aca4e981b736d40e3,2 pink pentagons and 1 blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6658f80aca4e981b736d40e3,2 big black pentagons and 1 pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6658f80aca4e981b736d40e3,2 small green squares and 1 pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6658f80aca4e981b736d40e3,2 big pink circles and 1 black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6658f80aca4e981b736d40e3,2 pink triangles and 1 black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6658f80aca4e981b736d40e3,2 green triangles and 1 pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6658f80aca4e981b736d40e3,2 pink circles and 1 blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6658f80aca4e981b736d40e3,2 big blue stars and 1 small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6658f80aca4e981b736d40e3,2 blue squares and 1 black star,square,no,type,"two, big, blue, square","one, small, black, star"
No,6658f80aca4e981b736d40e3,2 green squares and 1 black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6658f80aca4e981b736d40e3,2 black squares and 1 green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6658f80aca4e981b736d40e3,2 small black pentagons and 1 big pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6658f80aca4e981b736d40e3,2 black circles and 1 green square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6658f80aca4e981b736d40e3,2 black stars and 1 blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6658f80aca4e981b736d40e3,2 pink stars and 1 green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6658f80aca4e981b736d40e3,2 small green stars and 1 pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6658f80aca4e981b736d40e3,2 green stars and 1 pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6658f80aca4e981b736d40e3,2 big green triangles and 1 blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6658f80aca4e981b736d40e3,2 green pentagons and 1 black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6658f80aca4e981b736d40e3,2 black triangles and 1 blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6658f80aca4e981b736d40e3,2 green circles and 1 blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6658f80aca4e981b736d40e3,2 black circles and 1 green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6658f80aca4e981b736d40e3,2 big blue triangles and 1 black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6658f80aca4e981b736d40e3,2 blue squares and 1 green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,66953550e0e78f963eef3395,2 pentagons ,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,66953550e0e78f963eef3395,2 large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,66953550e0e78f963eef3395,"2 small green squares, 1 large pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,66953550e0e78f963eef3395,"2 circles, one star ",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,66953550e0e78f963eef3395,2 pink triangles ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,66953550e0e78f963eef3395,"2 green triangles, 1 star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,66953550e0e78f963eef3395,"2 large pink circles, 1 small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66953550e0e78f963eef3395,"2 large blue stars, 1 small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66953550e0e78f963eef3395,2 blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,66953550e0e78f963eef3395,2 large green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66953550e0e78f963eef3395,"2 small black squares, 1 large green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66953550e0e78f963eef3395,"2 black pentagons, 1 large pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66953550e0e78f963eef3395,2 circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66953550e0e78f963eef3395,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66953550e0e78f963eef3395,"2 large pink stars, 1 small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66953550e0e78f963eef3395,"2 small green stars, 1 large pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66953550e0e78f963eef3395,"2 stars, 1 circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,66953550e0e78f963eef3395,2 large green triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66953550e0e78f963eef3395,"2 small green pentagons, 1 large black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66953550e0e78f963eef3395,"2 large black triangles, 1 small blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66953550e0e78f963eef3395,"2 circles, one pentagon ",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66953550e0e78f963eef3395,"1 triangle, 2 black circles",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66953550e0e78f963eef3395,"2 large blue triangles, 1 small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66953550e0e78f963eef3395,"2 small blue squares, 1 big green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,66e94b70cbccd55b54324055,two pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,66e94b70cbccd55b54324055,two big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,66e94b70cbccd55b54324055,two squares and a star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,66e94b70cbccd55b54324055,two large circles and a star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,66e94b70cbccd55b54324055,two small pink triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,66e94b70cbccd55b54324055,two green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,66e94b70cbccd55b54324055,two large pink circles and small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66e94b70cbccd55b54324055,two big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66e94b70cbccd55b54324055,two squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,66e94b70cbccd55b54324055,two green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66e94b70cbccd55b54324055,two squares and a pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66e94b70cbccd55b54324055,two black small pentagons and one big pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66e94b70cbccd55b54324055,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66e94b70cbccd55b54324055,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66e94b70cbccd55b54324055,two large pink stars and small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66e94b70cbccd55b54324055,two small green triangles,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66e94b70cbccd55b54324055,two green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,66e94b70cbccd55b54324055,two big green triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66e94b70cbccd55b54324055,two green small pentagons and big black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66e94b70cbccd55b54324055,two black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66e94b70cbccd55b54324055,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66e94b70cbccd55b54324055,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66e94b70cbccd55b54324055,two big blue triangles and one small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66e94b70cbccd55b54324055,two blue squares and big green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6716c99dc20167dff8ac00f4,two pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6716c99dc20167dff8ac00f4,two large black pentagons and a small square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6716c99dc20167dff8ac00f4,"two green squares, on the left and middle, and a pink star on the right.",square,yes,type,"two, small, green, square","one, big, pink, star"
No,6716c99dc20167dff8ac00f4,"two large pink circles on the left and middle, and a small black star on the right.",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6716c99dc20167dff8ac00f4,two triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6716c99dc20167dff8ac00f4,two green triangles and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6716c99dc20167dff8ac00f4,"two large pink circles on the left and middle, and one small blue triangle on the right.",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6716c99dc20167dff8ac00f4,"two large blue stars on the left and middle, and a small black pentagon on the right.","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6716c99dc20167dff8ac00f4,"two blue squares, on the left and middle, and a black star on the right.",square,no,type,"two, big, blue, square","one, small, black, star"
No,6716c99dc20167dff8ac00f4,two green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6716c99dc20167dff8ac00f4,"two small black squares on the left and middle, and a large green pentagon on the right",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6716c99dc20167dff8ac00f4,"two small black pentagons on the left and middle, and a large pink circle on the right.","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6716c99dc20167dff8ac00f4,"two black circles on the left and middle, and a green square on the right.",circle,no,type,"two, small, black, circle","one, big, green, square"
No,6716c99dc20167dff8ac00f4,"two small black stars on the left and middle, and a large blue circle on the right",black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6716c99dc20167dff8ac00f4,"two pink stars, on the left and middle, and a green triangle on the right.",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6716c99dc20167dff8ac00f4,"two small green stars on the left and middle, and one large pink square on the right.",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6716c99dc20167dff8ac00f4,two stars and a circle,star,no,type,"two, big, green, star","one, small, pink, circle"
